Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
2023-09-23,Kashvi Batta,Karnataka,Furniture,Furnishings,Table Mats,3504.71,3,378.36
2024-11-27,Taran Mannan,Karnataka,Office Supplies,Paper,A4 Paper 500 sheets,6321.11,2,1784.25
2025-01-22,Vihaan Sekhon,Maharashtra,Technology,Copiers,Canon CopyJet,16436.39,4,4477.26
2025-02-25,Shray Sabharwal,Tamil Nadu,Technology,Laptops,MacBook Air,2114.37,1,287.44
2025-04-24,Amira Mangat,Uttar Pradesh,Furniture,Tables,Office Desk,22118.91,5,2892.7
2025-03-10,Yakshit Talwar,Karnataka,Furniture,Bookcases,Wooden Bookcase,9247.23,5,1577.56
2023-12-08,Oorja Arya,West Bengal,Furniture,Chairs,Ergo Chair,8247.3,3,2119.61
2024-03-05,Anay Rau,Uttar Pradesh,Technology,Copiers,HP ScanJet,4133.89,3,327.04
2025-03-07,Riaan Jhaveri,West Bengal,Office Supplies,Storage,File Cabinet,3876.26,2,1127.11
2025-04-13,Samiha Kari,Tamil Nadu,Furniture,Chairs,Recliner,8675.78,4,2588.33
2024-12-05,Taimur Tank,Maharashtra,Furniture,Bookcases,Metal Shelf,11496.91,4,3365.51
2024-01-24,Sumer Dash,Madhya Pradesh,Technology,Laptops,Lenovo ThinkPad,1326.33,4,126.14
2024-03-02,Vardaniya Bajwa,Delhi,Furniture,Tables,Study Table,8922.05,2,2491.6
2024-01-14,Rasha Ravi,Madhya Pradesh,Furniture,Chairs,Recliner,19317.59,4,5421.02
2025-02-11,Lakshay Mallick,Karnataka,Office Supplies,Storage,Storage Box,20466.64,5,3918.65
2025-01-29,Seher Iyer,Uttar Pradesh,Technology,Accessories,Earbuds,8333.12,2,1874.26
2023-11-04,Vanya Tandon,Bihar,Technology,Accessories,Wireless Charger,12079.73,3,1128.49
2024-03-23,Dhruv Ganesan,Bihar,Furniture,Furnishings,Table Mats,6746.42,4,531.04
2024-02-16,Samar Thakkar,Karnataka,Furniture,Tables,Study Table,14360.99,5,741.85
2024-11-01,Saira Bath,Delhi,Furniture,Chairs,Recliner,1058.23,1,181.93
2024-07-14,Saksham Rastogi,Maharashtra,Technology,Phones,Samsung Galaxy S22,6938.61,2,1614.31
2023-11-28,Tanya Halder,Uttar Pradesh,Office Supplies,Binders,White Binder,4884.83,3,1400.87
2024-03-22,Rhea Kibe,Madhya Pradesh,Furniture,Furnishings,Cushions,12694.67,4,2724.75
2025-05-19,Zara Kanda,West Bengal,Office Supplies,Binders,White Binder,8769.01,4,2355.46
2023-11-01,Tanya Buch,Gujarat,Technology,Phones,iPhone 14,4295.24,2,945.54
2023-11-18,Advik Bhalla,Karnataka,Technology,Copiers,Canon CopyJet,1303.1,1,300.14
2024-11-03,Dishani Sarma,Gujarat,Furniture,Furnishings,Table Mats,11183.2,3,3164.86
2024-08-15,Tanya Mammen,Bihar,Furniture,Tables,Study Table,7910.72,3,1371.35
2024-12-15,Vivaan Ranganathan,Madhya Pradesh,Furniture,Tables,Office Desk,2245.97,1,559.03
2023-09-02,Kiaan Batra,Bihar,Technology,Copiers,Canon CopyJet,2599.55,2,390.8
2024-12-31,Prerak Bora,Madhya Pradesh,Furniture,Bookcases,Corner Bookrack,7802.41,3,584.64
2024-04-27,Hazel Goel,Delhi,Office Supplies,Labels,Address Labels,1237.7,3,94.95
2025-04-10,Veer Ben,Uttar Pradesh,Technology,Machines,Binding Machine,666.0,2,54.8
2023-08-26,Mannat Mane,Delhi,Furniture,Tables,Study Table,4713.7,5,1088.66
2025-03-26,Mamooty Kant,Tamil Nadu,Technology,Accessories,Phone Cover,9707.5,2,1577.38
2023-10-22,Nirvaan Mahal,Tamil Nadu,Furniture,Bookcases,Corner Bookrack,12041.42,4,2123.87
2023-12-15,Anay Kota,Madhya Pradesh,Office Supplies,Binders,Heavy-Duty Binder,13768.59,3,3478.48
2023-12-16,Nirvaan Vora,Bihar,Furniture,Furnishings,Curtains,2399.01,4,480.73
2023-12-08,Neelofar Tak,Uttar Pradesh,Furniture,Furnishings,Cushions,10622.27,3,825.08
2023-12-30,Abram Divan,Madhya Pradesh,Technology,Accessories,Wireless Charger,16673.14,4,3263.03
2025-04-04,Manjari Khurana,Gujarat,Furniture,Furnishings,Curtains,2913.48,5,819.91
2024-08-25,Zeeshan Mall,West Bengal,Furniture,Chairs,Mesh Back Chair,23859.27,5,6965.99
2025-04-12,Zain Chander,Rajasthan,Technology,Machines,Lamination Machine,10016.32,4,2709.09
2025-05-14,Mishti Mani,West Bengal,Technology,Copiers,Xerox Pro,6444.78,2,874.25
2024-12-23,Siya De,Madhya Pradesh,Technology,Laptops,Lenovo ThinkPad,3963.99,4,1163.91
2024-01-14,Zaina Suresh,Delhi,Technology,Copiers,Canon CopyJet,13617.65,3,3243.33
2025-05-23,Tushar Gopal,Maharashtra,Technology,Accessories,Earbuds,6288.48,2,1212.66
2024-03-27,Samar Madan,Maharashtra,Furniture,Bookcases,Corner Bookrack,2405.2,3,403.41
2024-02-28,Rania Bhavsar,Maharashtra,Technology,Phones,iPhone 14,7889.93,5,1580.76
2024-09-15,Yashvi Luthra,Tamil Nadu,Technology,Copiers,Canon CopyJet,8771.83,4,1070.13
2024-07-22,Divit Srinivasan,Karnataka,Furniture,Furnishings,Cushions,3913.29,2,776.69
2023-09-13,Heer Dugar,Bihar,Furniture,Tables,Office Desk,909.29,2,218.34
2025-01-01,Saira Ghosh,Maharashtra,Office Supplies,Art,Sketch Pen Set,3458.1,1,301.12
2024-09-12,Anahita Desai,Uttar Pradesh,Furniture,Chairs,Executive Chair,8268.09,2,1231.95
2024-05-29,Amira Ranganathan,Gujarat,Furniture,Bookcases,Metal Shelf,11774.3,4,2908.13
2023-08-13,Kiara Kamdar,Karnataka,Furniture,Chairs,Recliner,20132.44,5,2100.96
2024-06-06,Akarsh Mammen,Uttar Pradesh,Technology,Laptops,MacBook Air,2955.61,3,572.8
2025-04-27,Shray Khare,Gujarat,Office Supplies,Paper,Photo Paper,11014.15,5,1694.63
2024-03-25,Chirag Sanghvi,Delhi,Office Supplies,Labels,Shipping Labels,4188.43,3,832.58
2024-09-08,Saira Devi,Karnataka,Furniture,Tables,Office Desk,7295.62,3,1786.28
2024-12-29,Samiha Atwal,Maharashtra,Technology,Copiers,Xerox Pro,1775.2,2,338.52
2025-02-06,Adah Sarraf,Rajasthan,Office Supplies,Binders,White Binder,12730.95,3,1930.58
2024-11-19,Vivaan Chokshi,Karnataka,Office Supplies,Art,Canvas Pad,10462.17,4,1175.48
2024-12-16,Sahil Luthra,West Bengal,Office Supplies,Art,Canvas Pad,3629.11,1,439.25
2024-09-08,Shalv Dada,Rajasthan,Office Supplies,Paper,A4 Paper 500 sheets,12825.02,5,1101.7
2024-08-16,Hridaan Sinha,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,12284.52,3,1436.18
2023-08-04,Aarush Ramaswamy,Tamil Nadu,Office Supplies,Paper,Photo Paper,14365.79,3,3174.52
2025-02-14,Khushi Bhasin,West Bengal,Technology,Laptops,HP Pavilion,12892.87,3,3027.7
2024-08-08,Mannat Balay,Gujarat,Office Supplies,Storage,File Cabinet,5328.49,2,1009.66
2025-01-12,Samiha Buch,Tamil Nadu,Furniture,Bookcases,Metal Shelf,8341.46,2,2139.57
2025-02-13,Nishith Rama,Maharashtra,Furniture,Tables,Study Table,5262.91,4,711.0
2024-11-09,Jivin Aurora,Karnataka,Office Supplies,Paper,A4 Paper 500 sheets,4461.77,2,336.27
2024-03-07,Samiha Bhasin,Uttar Pradesh,Furniture,Tables,Office Desk,911.6,3,175.5
2024-09-11,Divit Jaggi,Uttar Pradesh,Technology,Accessories,Earbuds,927.66,2,99.76
2024-04-15,Zara Jani,Rajasthan,Furniture,Bookcases,Wooden Bookcase,802.46,1,204.93
2024-03-16,Hiran Vaidya,Uttar Pradesh,Technology,Phones,iPhone 14,1955.06,1,272.0
2024-03-25,Divit Dugal,Bihar,Office Supplies,Labels,Address Labels,9730.32,3,2185.1
2025-05-06,Rhea Kale,West Bengal,Technology,Accessories,Phone Cover,6263.09,3,424.65
2023-11-14,Charvi Bath,Gujarat,Office Supplies,Storage,File Cabinet,12924.25,3,1071.41
2023-12-17,Yakshit Chaudhry,Madhya Pradesh,Furniture,Chairs,Ergo Chair,3014.64,1,787.18
2023-08-26,Neelofar Ravel,Gujarat,Office Supplies,Art,Paint Brush,7400.57,2,943.68
2023-09-05,Alisha Sheth,Delhi,Technology,Phones,Realme GT,10564.89,3,2795.26
2024-10-06,Akarsh Wable,Delhi,Technology,Copiers,Canon CopyJet,9099.06,4,979.55
2024-12-05,Ivana Balan,Rajasthan,Office Supplies,Paper,Legal Paper,567.51,2,139.58
2023-06-25,Divit Chad,Delhi,Furniture,Furnishings,Curtains,16771.2,5,4577.6
2024-04-17,Aarush Gade,Gujarat,Office Supplies,Labels,Address Labels,488.88,2,119.67
2025-05-27,Aniruddh Sura,Gujarat,Technology,Machines,Lamination Machine,1587.98,1,101.13
2023-11-17,Darshit Chadha,Rajasthan,Office Supplies,Storage,Storage Box,20408.22,5,4426.77
2023-12-10,Jivin Loyal,Uttar Pradesh,Technology,Laptops,Lenovo ThinkPad,1669.15,1,369.65
2024-12-05,Divit Viswanathan,Madhya Pradesh,Office Supplies,Labels,Address Labels,3776.78,1,748.62
2024-09-11,Kismat Grover,West Bengal,Furniture,Chairs,Executive Chair,14868.5,4,3901.42
2025-04-11,Advika Sastry,Karnataka,Office Supplies,Paper,Photo Paper,16756.31,4,3034.76
2025-03-17,Dishani Borde,Maharashtra,Office Supplies,Binders,White Binder,12109.18,3,3317.4
2023-07-24,Aniruddh Rastogi,Tamil Nadu,Office Supplies,Binders,Heavy-Duty Binder,13552.07,5,2058.67
2025-06-19,Zara Dugal,Delhi,Office Supplies,Labels,Shipping Labels,20615.21,5,2851.19
2024-12-05,Emir Ghosh,Gujarat,Technology,Laptops,HP Pavilion,3372.02,1,490.47
2023-11-01,Kiara Lad,Rajasthan,Technology,Laptops,Dell Inspiron,4181.07,4,244.88
2024-10-04,Charvi Char,Uttar Pradesh,Technology,Accessories,Earbuds,8311.57,2,1919.98
2025-06-21,Manjari Ganguly,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,6469.83,2,1064.45
2025-03-31,Nirvi Mahal,Maharashtra,Technology,Machines,Shredder,10702.69,4,2480.75
2023-09-22,Vardaniya Kapur,Maharashtra,Office Supplies,Binders,White Binder,12390.28,4,3569.33
2024-04-03,Shayak Dasgupta,Bihar,Office Supplies,Storage,Storage Box,2086.66,3,237.52
2024-07-09,Nakul Taneja,Rajasthan,Technology,Laptops,Dell Inspiron,17920.62,4,2061.82
2023-07-26,Yashvi Jaggi,Maharashtra,Technology,Copiers,HP ScanJet,8075.23,4,1443.65
2025-03-14,Biju Khatri,Delhi,Technology,Machines,Shredder,9103.03,5,1573.51
2024-11-20,Elakshi Bath,West Bengal,Furniture,Chairs,Ergo Chair,6807.95,3,937.96
2024-09-12,Eshani Manda,Tamil Nadu,Office Supplies,Art,Canvas Pad,4184.79,3,994.4
2024-11-04,Tanya Mahajan,Tamil Nadu,Office Supplies,Binders,Heavy-Duty Binder,23367.94,5,1263.37
2023-10-07,Raunak Dyal,Madhya Pradesh,Furniture,Tables,Office Desk,6770.72,3,1622.3
2024-02-06,Tarini Chaudhary,Uttar Pradesh,Furniture,Tables,Office Desk,16056.36,4,876.79
2024-04-11,Yuvaan Kalla,Uttar Pradesh,Furniture,Chairs,Ergo Chair,12544.75,5,2483.56
2024-07-09,Ayesha Arora,Gujarat,Furniture,Furnishings,Curtains,8484.09,3,1852.28
2024-07-04,Samarth Mand,West Bengal,Furniture,Chairs,Mesh Back Chair,864.78,1,124.3
2025-02-23,Ryan Kothari,Maharashtra,Technology,Copiers,Canon CopyJet,4984.58,1,617.82
2024-12-17,Trisha Sani,Bihar,Furniture,Chairs,Mesh Back Chair,8508.06,4,1400.1
2023-07-26,Eva Thakur,Karnataka,Office Supplies,Storage,Plastic Organizer,6036.09,3,892.93
2025-05-16,Dhruv Dube,Tamil Nadu,Furniture,Tables,Office Desk,6274.22,5,1366.6
2025-01-18,Nayantara Dugar,West Bengal,Furniture,Chairs,Executive Chair,3403.56,2,693.55
2023-07-30,Hazel Atwal,Uttar Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,2131.53,3,634.98
2024-03-23,Veer Chandra,West Bengal,Office Supplies,Labels,Shipping Labels,15288.22,4,1347.67
2024-05-25,Piya Vohra,Gujarat,Office Supplies,Labels,Address Labels,2704.97,1,675.19
2024-12-04,Diya Goyal,Karnataka,Furniture,Tables,Office Desk,15737.39,4,3272.73
2024-06-13,Lakshit Bawa,Karnataka,Furniture,Chairs,Mesh Back Chair,758.61,2,80.5
2024-02-27,Madhup Sawhney,Rajasthan,Technology,Phones,OnePlus Nord,9470.87,4,2481.38
2024-07-12,Riya Chaudry,Delhi,Furniture,Tables,Office Desk,8068.66,3,1889.23
2024-10-12,Kaira Reddy,Madhya Pradesh,Technology,Phones,Samsung Galaxy S22,1816.71,1,278.33
2023-12-01,Azad Halder,Karnataka,Technology,Phones,iPhone 14,5959.5,2,1024.73
2025-05-26,Riaan Agate,Uttar Pradesh,Office Supplies,Art,Canvas Pad,1807.49,5,342.01
2025-06-03,Nirvi Talwar,Gujarat,Furniture,Furnishings,Curtains,4946.9,2,1003.6
2025-03-27,Jayesh Hayer,West Bengal,Office Supplies,Art,Canvas Pad,542.21,2,48.81
2024-05-01,Umang Toor,West Bengal,Technology,Laptops,Dell Inspiron,14061.28,5,2084.18
2024-10-01,Indrans Bobal,Uttar Pradesh,Office Supplies,Binders,White Binder,4835.43,2,604.67
2024-01-10,Misha Sami,Delhi,Furniture,Tables,Study Table,1757.59,5,154.89
2024-12-26,Pihu Mangal,West Bengal,Office Supplies,Labels,Address Labels,3100.56,1,347.68
2024-11-12,Lagan Vyas,Rajasthan,Office Supplies,Labels,Address Labels,317.63,1,51.95
2023-07-01,Yuvraj  Sant,Bihar,Furniture,Chairs,Executive Chair,4004.67,5,515.93
2024-01-25,Zain Gulati,West Bengal,Technology,Laptops,Dell Inspiron,8656.77,4,1627.93
2024-01-06,Vanya Kohli,Maharashtra,Furniture,Bookcases,Wooden Bookcase,2913.6,2,350.29
2024-04-26,Mishti Saraf,Delhi,Furniture,Chairs,Executive Chair,16203.71,5,2074.28
2024-06-06,Rasha Sinha,Karnataka,Technology,Phones,Samsung Galaxy S22,9761.0,3,1573.8
2023-12-14,Nitara Sant,West Bengal,Office Supplies,Binders,Heavy-Duty Binder,1540.21,4,216.08
2023-09-21,Navya Bhandari,Rajasthan,Furniture,Bookcases,Wooden Bookcase,2721.68,4,585.56
2023-08-14,Vritika Konda,Delhi,Office Supplies,Labels,Address Labels,1150.08,1,133.03
2023-10-31,Heer Gade,Gujarat,Technology,Machines,Shredder,3202.75,4,772.32
2025-06-15,Pihu Sehgal,Uttar Pradesh,Technology,Copiers,HP ScanJet,7451.04,5,474.36
2024-02-01,Raunak Loyal,Tamil Nadu,Office Supplies,Art,Paint Brush,8635.37,2,2455.38
2023-09-16,Jiya De,Bihar,Technology,Copiers,HP ScanJet,23106.57,5,4189.58
2025-05-11,Vivaan Tata,Bihar,Furniture,Tables,Study Table,3598.49,1,533.64
2025-04-11,Dhruv Mall,Karnataka,Office Supplies,Art,Paint Brush,19298.66,4,1306.56
2024-07-30,Krish Bhatt,Karnataka,Technology,Phones,Samsung Galaxy S22,15374.29,4,2501.86
2023-09-16,Anaya Khatri,Gujarat,Furniture,Chairs,Executive Chair,18568.83,4,2769.44
2025-04-01,Manikya Bahl,Maharashtra,Furniture,Chairs,Executive Chair,15461.46,5,3262.4
2025-02-05,Kabir Barman,Karnataka,Technology,Machines,Lamination Machine,3852.38,3,228.69
2024-10-13,Nakul Kamdar,West Bengal,Technology,Phones,iPhone 14,6379.39,4,1149.97
2023-10-12,Advika Shankar,Madhya Pradesh,Technology,Laptops,MacBook Air,15678.03,4,3277.29
2023-07-25,Kimaya Sodhi,Madhya Pradesh,Office Supplies,Storage,Plastic Organizer,8041.41,3,1341.5
2025-01-07,Tiya Cheema,Delhi,Office Supplies,Paper,Legal Paper,4943.49,1,1385.85
2023-07-05,Azad Mane,Delhi,Technology,Machines,Lamination Machine,10136.7,4,2928.89
2024-01-04,Shlok Vasa,Bihar,Furniture,Furnishings,Cushions,9175.46,3,2314.38
2023-11-26,Stuvan Kashyap,Delhi,Furniture,Furnishings,Table Mats,4671.57,1,319.87
2023-10-20,Vihaan Gupta,Maharashtra,Furniture,Furnishings,Curtains,9471.66,3,876.65
2023-12-15,Dishani Balay,West Bengal,Furniture,Bookcases,Metal Shelf,4735.1,1,1195.79
2024-03-10,Mishti Chatterjee,Uttar Pradesh,Technology,Laptops,Lenovo ThinkPad,3875.27,3,419.78
2024-05-31,Anay Viswanathan,Bihar,Office Supplies,Storage,Plastic Organizer,19710.6,4,5546.65
2024-08-07,Nirvaan Ramachandran,Bihar,Technology,Accessories,Phone Cover,2504.22,1,550.74
2023-10-13,Ivana Buch,Tamil Nadu,Furniture,Tables,Office Desk,4406.88,1,1054.49
2024-12-06,Bhavin Bhalla,Rajasthan,Technology,Laptops,Dell Inspiron,19614.98,4,2032.32
2024-08-11,Yuvraj  Lad,Uttar Pradesh,Technology,Phones,Realme GT,1396.15,2,228.42
2023-11-02,Miraya Sem,Karnataka,Office Supplies,Art,Canvas Pad,7894.56,3,1811.12
2023-10-13,Tushar Bahl,Madhya Pradesh,Furniture,Tables,Adjustable Table,12779.48,3,1840.62
2023-06-28,Piya Dada,Karnataka,Technology,Accessories,Earbuds,13449.98,4,1977.22
2023-08-08,Aarav Manda,Delhi,Technology,Phones,OnePlus Nord,3025.4,2,303.11
2023-09-24,Tiya Mander,Rajasthan,Furniture,Furnishings,Table Mats,18794.73,4,2962.15
2023-07-21,Tarini Ratti,Delhi,Technology,Copiers,HP ScanJet,17556.1,4,4497.68
2025-03-25,Akarsh Sachar,Delhi,Technology,Laptops,Dell Inspiron,2065.19,1,278.28
2024-04-18,Kaira Roy,Gujarat,Technology,Laptops,Dell Inspiron,6261.29,3,940.2
2024-04-19,Piya Randhawa,Bihar,Office Supplies,Storage,Storage Box,1099.05,4,312.86
2024-12-05,Siya Dani,Uttar Pradesh,Office Supplies,Art,Canvas Pad,4265.38,1,459.36
2024-03-18,Manjari Dass,Karnataka,Office Supplies,Paper,Legal Paper,14155.72,4,4183.68
2023-10-20,Anvi Yogi,Rajasthan,Office Supplies,Storage,Plastic Organizer,24157.09,5,3394.77
2024-03-29,Heer Wable,Maharashtra,Furniture,Chairs,Recliner,23174.0,5,3414.86
2024-10-30,Hridaan Dhar,Delhi,Furniture,Chairs,Executive Chair,3402.67,1,808.0
2025-05-09,Vidur Dave,Delhi,Furniture,Bookcases,Metal Shelf,2151.93,4,422.54
2023-07-10,Tushar Shankar,Bihar,Furniture,Bookcases,Metal Shelf,2965.62,5,850.81
2023-10-13,Zara Doctor,Madhya Pradesh,Furniture,Chairs,Executive Chair,4358.36,5,1050.13
2024-12-27,Amira Jha,Rajasthan,Office Supplies,Art,Sketch Pen Set,15987.84,5,3853.72
2025-04-06,Yakshit Bhatnagar,Uttar Pradesh,Office Supplies,Storage,Plastic Organizer,2287.76,2,647.53
2024-05-16,Lakshay Jain,West Bengal,Furniture,Chairs,Recliner,3996.85,5,875.58
2024-06-09,Amira Sha,Rajasthan,Technology,Accessories,Earbuds,14559.75,3,3365.63
2024-04-01,Vidur Kata,Delhi,Furniture,Tables,Study Table,14126.81,5,3809.95
2024-04-28,Shaan Salvi,Delhi,Furniture,Furnishings,Curtains,18453.64,5,2757.14
2023-11-30,Samaira Lanka,Rajasthan,Technology,Phones,Realme GT,3262.76,1,674.88
2023-11-19,Madhav Sawhney,Karnataka,Office Supplies,Paper,A4 Paper 500 sheets,4369.22,2,1053.61
2025-02-22,Samiha Sahni,Rajasthan,Office Supplies,Labels,Address Labels,5542.58,5,1542.31
2025-04-23,Anahi Mahal,Rajasthan,Office Supplies,Storage,File Cabinet,9143.27,4,491.34
2024-02-17,Umang Rout,Bihar,Furniture,Tables,Study Table,3622.48,1,846.01
2024-06-23,Vihaan Bobal,Karnataka,Office Supplies,Paper,Legal Paper,4580.44,5,1244.59
2024-06-09,Hrishita Sachdev,Karnataka,Technology,Machines,Lamination Machine,17850.82,4,1965.37
2024-10-20,Urvi Virk,Bihar,Office Supplies,Art,Sketch Pen Set,8701.08,5,2305.95
2023-12-09,Baiju Chaudhry,Bihar,Furniture,Bookcases,Wooden Bookcase,15422.92,4,1766.46
2023-10-23,Ishita Walia,Tamil Nadu,Office Supplies,Storage,Plastic Organizer,15521.48,4,3607.37
2023-11-11,Ela Kalita,Delhi,Technology,Laptops,HP Pavilion,1683.73,1,492.95
2023-12-01,Anay Saran,West Bengal,Furniture,Chairs,Ergo Chair,3104.0,1,558.52
2023-11-04,Jiya Sama,Uttar Pradesh,Technology,Laptops,Lenovo ThinkPad,4236.37,1,547.83
2024-09-03,Shanaya Sangha,Rajasthan,Technology,Laptops,HP Pavilion,7887.99,2,1440.83
2024-09-12,Nayantara Iyer,Gujarat,Office Supplies,Binders,White Binder,3351.25,5,294.86
2024-02-24,Indrajit Jha,Tamil Nadu,Office Supplies,Art,Canvas Pad,4031.34,4,617.25
2025-01-17,Nirvaan Vig,Maharashtra,Office Supplies,Labels,Shipping Labels,1799.24,2,235.7
2024-02-24,Tarini Kohli,Karnataka,Technology,Phones,iPhone 14,8667.4,5,1858.93
2025-02-24,Parinaaz Bava,Uttar Pradesh,Office Supplies,Storage,Plastic Organizer,7326.25,2,2143.24
2023-06-30,Dharmajan Anne,Gujarat,Office Supplies,Paper,Photo Paper,17172.13,4,2214.55
2023-09-01,Shalv Varkey,West Bengal,Technology,Phones,Samsung Galaxy S22,5973.1,4,426.09
2025-01-21,Taimur Chaudhuri,Tamil Nadu,Furniture,Furnishings,Table Mats,19292.97,4,3164.29
2025-04-06,Lakshit Dube,Gujarat,Furniture,Furnishings,Curtains,19190.56,4,3180.91
2025-05-30,Taran Ratta,Karnataka,Technology,Phones,iPhone 14,14252.28,3,1751.83
2025-03-28,Keya Zachariah,Maharashtra,Furniture,Tables,Study Table,2806.59,1,393.97
2024-12-21,Anika Gara,Bihar,Furniture,Chairs,Mesh Back Chair,6431.47,2,1920.16
2023-09-10,Riaan Doshi,Uttar Pradesh,Office Supplies,Paper,Photo Paper,9630.87,2,2500.56
2024-05-11,Indrajit Bumb,Uttar Pradesh,Furniture,Chairs,Executive Chair,13594.34,5,962.56
2024-05-07,Hazel Ranganathan,Rajasthan,Office Supplies,Labels,Address Labels,11579.95,3,1420.3
2024-10-24,Jhanvi Majumdar,Maharashtra,Technology,Accessories,Phone Cover,3367.7,4,222.31
2024-12-10,Rati Dey,Karnataka,Technology,Phones,OnePlus Nord,12279.05,5,3160.64
2023-10-15,Farhan Saini,Karnataka,Furniture,Furnishings,Table Mats,12570.98,4,1979.56
2023-07-24,Divit Shroff,Delhi,Furniture,Furnishings,Cushions,6397.17,2,1488.4
2024-04-13,Vaibhav Khalsa,Maharashtra,Technology,Copiers,Xerox Pro,4793.58,1,1300.26
2023-07-09,Jayan Sinha,Madhya Pradesh,Furniture,Chairs,Recliner,10824.08,3,889.8
2024-09-10,Advika Master,Maharashtra,Furniture,Tables,Adjustable Table,1207.06,1,63.59
2023-07-09,Alia Warrior,Tamil Nadu,Technology,Accessories,Phone Cover,1151.32,3,272.24
2024-03-17,Oorja Mander,Tamil Nadu,Office Supplies,Paper,A4 Paper 500 sheets,10432.36,3,2809.32
2024-04-06,Dharmajan Wali,Uttar Pradesh,Office Supplies,Art,Paint Brush,12219.05,3,2365.35
2024-10-20,Jayesh Bir,Madhya Pradesh,Technology,Laptops,Dell Inspiron,4349.45,1,339.1
2025-06-05,Parinaaz Hegde,Delhi,Technology,Machines,Lamination Machine,16932.49,4,4167.76
2024-11-24,Faiyaz Subramanian,West Bengal,Office Supplies,Labels,Shipping Labels,1393.9,1,368.73
2024-02-06,Myra Dyal,West Bengal,Technology,Copiers,Canon CopyJet,4725.76,1,696.5
2025-03-05,Sumer Ramachandran,Bihar,Technology,Machines,Shredder,882.26,4,195.37
2025-05-16,Advik Rastogi,Gujarat,Technology,Copiers,HP ScanJet,1659.26,5,219.52
2025-04-15,Jayan Gopal,Rajasthan,Office Supplies,Binders,Heavy-Duty Binder,2654.9,3,760.21
2024-01-27,Kartik Kunda,Maharashtra,Office Supplies,Paper,Photo Paper,4110.25,5,304.05
2025-05-27,Ayesha Dutta,Maharashtra,Technology,Phones,OnePlus Nord,24143.77,5,3669.52
2023-12-26,Baiju Sachar,Tamil Nadu,Office Supplies,Labels,Address Labels,1783.5,1,161.6
2024-05-25,Prerak Kapur,Tamil Nadu,Technology,Copiers,Xerox Pro,1678.33,2,416.72
2025-01-26,Arnav Deshpande,Madhya Pradesh,Office Supplies,Binders,Heavy-Duty Binder,5634.56,5,924.11
2024-03-08,Nirvi Baria,Gujarat,Technology,Copiers,Xerox Pro,11258.45,3,3249.88
2025-06-12,Hansh Viswanathan,Rajasthan,Office Supplies,Art,Canvas Pad,9408.83,2,2225.55
2023-07-08,Sara Mangat,Gujarat,Office Supplies,Paper,Photo Paper,3903.62,1,280.03
2025-05-26,Vaibhav Chaudhry,Gujarat,Technology,Accessories,Wireless Charger,17459.76,5,4516.94
2023-07-21,Vaibhav Hari,Madhya Pradesh,Technology,Machines,Binding Machine,13919.27,5,2094.38
2024-03-10,Rasha Guha,West Bengal,Furniture,Chairs,Ergo Chair,15101.47,5,4414.8
2025-04-17,Zaina Kunda,Madhya Pradesh,Furniture,Bookcases,Metal Shelf,1167.83,5,280.06
2024-03-15,Yuvraj  Sathe,Delhi,Technology,Phones,Realme GT,12506.17,3,1035.66
2024-01-13,Shray Sem,Gujarat,Office Supplies,Paper,Legal Paper,10114.81,3,1427.37
2024-01-17,Ayesha Dhaliwal,Gujarat,Furniture,Chairs,Recliner,10762.36,5,1402.27
2023-08-28,Alisha Sampath,Delhi,Technology,Laptops,HP Pavilion,7938.44,2,2360.57
2023-09-20,Diya Wason,West Bengal,Office Supplies,Paper,A4 Paper 500 sheets,7335.4,3,2148.48
2025-03-11,Zoya Bhatt,Delhi,Technology,Copiers,Canon CopyJet,4987.14,1,250.06
2023-11-08,Nirvaan Barad,Bihar,Office Supplies,Art,Sketch Pen Set,18302.02,4,1093.44
2024-09-10,Chirag Bose,Karnataka,Furniture,Bookcases,Corner Bookrack,1516.34,2,153.57
2025-04-24,Vanya Bassi,Maharashtra,Technology,Laptops,Lenovo ThinkPad,4593.98,1,454.53
2023-07-04,Aayush Sengupta,Delhi,Technology,Machines,Binding Machine,6847.54,2,1430.49
2023-10-23,Miraya Banik,Tamil Nadu,Office Supplies,Storage,Storage Box,3496.92,1,979.73
2024-03-07,Mohanlal Vohra,Delhi,Technology,Machines,Lamination Machine,7413.02,2,1431.17
2023-08-06,Manjari Bhat,Uttar Pradesh,Office Supplies,Labels,Address Labels,3240.33,1,914.6
2025-06-12,Krish Sharma,Tamil Nadu,Office Supplies,Labels,Address Labels,5400.36,2,925.82
2025-01-01,Kabir Bath,Gujarat,Office Supplies,Storage,Storage Box,5328.29,2,1244.0
2025-02-27,Aarav Kalita,Rajasthan,Office Supplies,Storage,Storage Box,16647.07,5,3105.09
2024-12-31,Lakshay Bakshi,Uttar Pradesh,Technology,Accessories,Earbuds,14176.19,4,890.09
2024-10-21,Vidur Dyal,Uttar Pradesh,Office Supplies,Binders,White Binder,5165.84,2,625.8
2023-11-24,Anika Taneja,West Bengal,Office Supplies,Storage,Storage Box,5101.91,3,1127.51
